time,freq
0.00000,0.00000
0.01161,0.00000
0.02322,0.00000
0.03483,0.00000
0.04644,0.00000
0.05805,0.00000
0.06966,0.00000
0.08127,0.00000
0.09288,0.00000
0.10449,0.00000
0.11610,0.00000
0.12771,0.00000
0.13932,0.00000
0.15093,0.00000
0.16254,0.00000
0.17415,0.00000
0.18576,0.00000
0.19737,0.00000
0.20898,0.00000
0.22059,0.00000
0.23220,0.00000
0.24381,0.00000
0.25542,0.00000
0.26703,0.00000
0.27864,0.00000
0.29025,0.00000
0.30186,261.62557
0.31347,261.62557
0.32508,261.62557
0.33669,261.62557
0.34830,261.62557
0.35991,261.62557
0.37152,261.62557
0.38313,261.62557
0.39474,261.62557
0.40635,261.62557
0.41796,261.62557
0.42957,261.62557
0.44118,261.62557
0.45279,261.62557
0.46440,261.62557
0.47601,261.62557
0.48762,261.62557
0.49923,261.62557
0.51084,261.62557
0.52245,261.62557
0.53406,261.62557
0.54567,261.62557
0.55728,261.62557
0.56889,261.62557
0.58050,261.62557
0.59211,0.00000
0.60372,293.66477
0.61533,293.66477
0.62694,293.66477
0.63855,293.66477
0.65016,293.66477
0.66177,293.66477
0.67338,293.66477
0.68499,293.66477
0.69660,293.66477
0.70821,293.66477
0.71982,293.66477
0.73143,293.66477
0.74304,293.66477
0.75465,293.66477
0.76626,293.66477
0.77787,293.66477
0.78948,293.66477
0.80109,293.66477
0.81270,293.66477
0.82431,293.66477
0.83592,293.66477
0.84753,293.66477
0.85914,293.66477
0.87075,293.66477
0.88236,293.66477
0.89397,0.00000
0.90558,261.62557
0.91719,261.62557
0.92880,261.62557
0.94041,261.62557
0.95202,261.62557
0.96363,261.62557
0.97524,261.62557
0.98685,261.62557
0.99846,261.62557
1.01007,261.62557
1.02168,261.62557
1.03329,261.62557
1.04490,261.62557
1.05651,261.62557
1.06812,261.62557
1.07973,261.62557
1.09134,261.62557
1.10295,261.62557
1.11456,261.62557
1.12617,261.62557
1.13778,261.62557
1.14939,261.62557
1.16100,261.62557
1.17261,261.62557
1.18422,261.62557
1.19583,0.00000
1.20744,391.99544
1.21905,391.99544
1.23066,391.99544
1.24227,391.99544
1.25388,391.99544
1.26549,391.99544
1.27710,391.99544
1.28871,391.99544
1.30032,391.99544
1.31193,391.99544
1.32354,391.99544
1.33515,391.99544
1.34676,391.99544
1.35837,391.99544
1.36998,391.99544
1.38159,391.99544
1.39320,391.99544
1.40481,391.99544
1.41642,391.99544
1.42803,391.99544
1.43964,391.99544
1.45125,391.99544
1.46286,391.99544
1.47447,391.99544
1.48608,391.99544
1.49769,0.00000
1.50930,391.99544
1.52091,391.99544
1.53252,391.99544
1.54413,391.99544
1.55574,391.99544
1.56735,391.99544
1.57896,391.99544
1.59057,391.99544
1.60218,391.99544
1.61379,391.99544
1.62540,391.99544
1.63701,391.99544
1.64862,391.99544
1.66023,391.99544
1.67184,391.99544
1.68345,391.99544
1.69506,391.99544
1.70667,391.99544
1.71828,391.99544
1.72989,391.99544
1.74150,391.99544
1.75311,391.99544
1.76472,391.99544
1.77633,391.99544
1.78794,391.99544
1.79955,391.99544
1.81116,391.99544
1.82277,391.99544
1.83438,391.99544
1.84599,391.99544
1.85760,391.99544
1.86921,391.99544
1.88082,391.99544
1.89243,391.99544
1.90404,391.99544
1.91565,391.99544
1.92726,391.99544
1.93887,391.99544
1.95048,391.99544
1.96209,391.99544
1.97370,391.99544
1.98531,391.99544
1.99692,391.99544
2.00853,391.99544
2.02014,391.99544
2.03175,391.99544
2.04336,391.99544
2.05497,391.99544
2.06658,391.99544
2.07819,391.99544
2.08980,391.99544
2.10141,391.99544
2.11302,391.99544
2.12463,391.99544
2.13624,391.99544
2.14785,391.99544
2.15946,391.99544
2.17107,391.99544
2.18268,391.99544
2.19429,391.99544
2.20590,391.99544
2.21751,391.99544
2.22912,391.99544
2.24073,391.99544
2.25234,391.99544
2.26395,391.99544
2.27556,391.99544
2.28717,391.99544
2.29878,391.99544
2.31039,391.99544
2.32200,391.99544
2.33361,391.99544
2.34522,391.99544
2.35683,391.99544
2.36844,391.99544
2.38005,391.99544
2.39166,0.00000
2.40327,0.00000
2.41488,0.00000
2.42649,0.00000
2.43810,0.00000
2.44971,0.00000
2.46132,0.00000
2.47293,0.00000
2.48454,0.00000
2.49615,0.00000
2.50776,0.00000
2.51937,0.00000
2.53098,0.00000
2.54259,0.00000
2.55420,0.00000
2.56580,0.00000
2.57741,0.00000
2.58902,0.00000
2.60063,0.00000
2.61224,0.00000
2.62385,0.00000
2.63546,0.00000
2.64707,0.00000
2.65868,0.00000
2.67029,0.00000
2.68190,0.00000
2.69351,0.00000
2.70512,293.66477
2.71673,293.66477
2.72834,293.66477
2.73995,293.66477
2.75156,293.66477
2.76317,293.66477
2.77478,293.66477
2.78639,293.66477
2.79800,293.66477
2.80961,293.66477
2.82122,293.66477
2.83283,293.66477
2.84444,293.66477
2.85605,293.66477
2.86766,293.66477
2.87927,293.66477
2.89088,293.66477
2.90249,293.66477
2.91410,293.66477
2.92571,293.66477
2.93732,293.66477
2.94893,293.66477
2.96054,293.66477
2.97215,293.66477
2.98376,293.66477
2.99537,0.00000
3.00698,329.62756
3.01859,329.62756
3.03020,329.62756
3.04181,329.62756
3.05342,329.62756
3.06503,329.62756
3.07664,329.62756
3.08825,329.62756
3.09986,329.62756
3.11147,329.62756
3.12308,329.62756
3.13469,329.62756
3.14630,329.62756
